"","X","station","year","month","day","hour","date","rain","temp","rhum","msl","wdsp","wddir","RainLevel","WindLevel","WeatherLevel","DayWindLevel","Warning"
"28440",28440,"CASEMENT",2017,3,31,23,"2017-03-31 23:00:00","0","8,1",86,"1002,3",6,190,"Clear","Clear","Clear","Clear","None"
"28464",28464,"CASEMENT",2017,4,1,23,"2017-04-01 23:00:00","0","4",93,"1019",7,260,"Clear","Clear","Clear","Clear","None"
"28488",28488,"CASEMENT",2017,4,2,23,"2017-04-02 23:00:00","0","7,5",79,"1021,7",7,170,"Clear","Clear","Clear","Clear","None"
"28512",28512,"CASEMENT",2017,4,3,23,"2017-04-03 23:00:00","0","9,4",92,"1019,9",9,250,"Clear","Clear","Clear","Clear","None"
"28536",28536,"CASEMENT",2017,4,4,23,"2017-04-04 23:00:00","0","8,6",65,"1034,3",7,290,"Clear","Clear","Clear","Clear","None"
"28560",28560,"CASEMENT",2017,4,5,23,"2017-04-05 23:00:00","0","8,9",75,"1034,4",3,310,"Clear","Clear","Clear","Clear","None"
"28584",28584,"CASEMENT",2017,4,6,23,"2017-04-06 23:00:00","0","7,7",73,"1030,8",3,280,"Clear","Clear","Clear","Clear","None"
"28608",28608,"CASEMENT",2017,4,7,23,"2017-04-07 23:00:00","0","6,5",84,"1024,3",3,110,"Clear","Clear","Clear","Clear","None"
"28632",28632,"CASEMENT",2017,4,8,23,"2017-04-08 23:00:00","0","8,4",88,"1017,9",3,340,"Clear","Clear","Clear","Clear","None"
"28656",28656,"CASEMENT",2017,4,9,23,"2017-04-09 23:00:00","0","4,8",92,"1025,8",8,250,"Clear","Clear","Clear","Clear","None"
"28680",28680,"CASEMENT",2017,4,10,23,"2017-04-10 23:00:00","0","2,9",88,"1031,5",6,260,"Clear","Clear","Clear","Clear","None"
"28704",28704,"CASEMENT",2017,4,11,23,"2017-04-11 23:00:00","0","8,4",75,"1023,3",15,240,"Clear","Clear","Clear","Clear","None"
"28728",28728,"CASEMENT",2017,4,12,23,"2017-04-12 23:00:00","0","4,1",85,"1021,3",6,260,"Clear","Clear","Clear","Clear","None"
"28752",28752,"CASEMENT",2017,4,13,23,"2017-04-13 23:00:00","0","9,2",81,"1017",8,240,"Clear","Clear","Clear","Clear","None"
"28776",28776,"CASEMENT",2017,4,14,23,"2017-04-14 23:00:00","0","7",84,"1017,4",9,280,"Clear","Clear","Clear","Clear","None"
"28800",28800,"CASEMENT",2017,4,15,23,"2017-04-15 23:00:00","0","5,4",87,"1023,8",8,250,"Clear","Clear","Clear","Clear","None"
"28824",28824,"CASEMENT",2017,4,16,23,"2017-04-16 23:00:00","0","7,6",83,"1023,3",8,260,"Clear","Clear","Clear","Clear","None"
"28848",28848,"CASEMENT",2017,4,17,23,"2017-04-17 23:00:00","0","1,9",91,"1029,8",2,190,"Clear","Clear","Clear","Clear","None"
"28872",28872,"CASEMENT",2017,4,18,23,"2017-04-18 23:00:00","0","8,7",85,"1034,6",1,160,"Clear","Clear","Clear","Clear","None"
"28896",28896,"CASEMENT",2017,4,19,23,"2017-04-19 23:00:00","0","10,4",92,"1036,8",4,240,"Clear","Clear","Clear","Clear","None"
"28920",28920,"CASEMENT",2017,4,20,23,"2017-04-20 23:00:00","0","9,9",86,"1035,5",4,260,"Clear","Clear","Clear","Clear","None"
"28944",28944,"CASEMENT",2017,4,21,23,"2017-04-21 23:00:00","0","8,9",85,"1033",5,260,"Clear","Clear","Clear","Clear","None"
"28968",28968,"CASEMENT",2017,4,22,23,"2017-04-22 23:00:00","0","9,3",96,"1029,8",5,300,"Clear","Clear","Clear","Clear","None"
"28992",28992,"CASEMENT",2017,4,23,23,"2017-04-23 23:00:00","0","9,4",91,"1022,5",5,260,"Clear","Clear","Clear","Clear","None"
"29016",29016,"CASEMENT",2017,4,24,23,"2017-04-24 23:00:00","0","1,6",67,"1020,2",10,250,"Clear","Clear","Clear","Clear","None"
"29040",29040,"CASEMENT",2017,4,25,23,"2017-04-25 23:00:00","0","1,2",77,"1023,1",4,300,"Clear","Clear","Clear","Clear","None"
"29064",29064,"CASEMENT",2017,4,26,23,"2017-04-26 23:00:00","0","3,2",90,"1023,5",5,260,"Clear","Clear","Clear","Clear","None"
"29088",29088,"CASEMENT",2017,4,27,23,"2017-04-27 23:00:00","0","7,4",83,"1021,5",7,300,"Clear","Clear","Clear","Clear","None"
"29112",29112,"CASEMENT",2017,4,28,23,"2017-04-28 23:00:00","0","8,1",78,"1013,5",11,190,"Clear","Clear","Clear","Clear","None"
"29136",29136,"CASEMENT",2017,4,29,23,"2017-04-29 23:00:00","0","9,6",70,"1002,6",14,120,"Clear","Clear","Clear","Clear","None"
"29160",29160,"CASEMENT",2017,4,30,23,"2017-04-30 23:00:00","0","7,5",97,"999,6",4,90,"Clear","Clear","Clear","Clear","None"
"29184",29184,"CASEMENT",2017,5,1,23,"2017-05-01 23:00:00","0","8,2",89,"1015,4",3,100,"Clear","Clear","Clear","Clear","None"
"29208",29208,"CASEMENT",2017,5,2,23,"2017-05-02 23:00:00","0","7,3",84,"1025,5",6,90,"Clear","Clear","Clear","Clear","None"
"29232",29232,"CASEMENT",2017,5,3,23,"2017-05-03 23:00:00","0","10,3",67,"1027,5",9,60,"Clear","Clear","Clear","Clear","None"
"29256",29256,"CASEMENT",2017,5,4,23,"2017-05-04 23:00:00","0","9,3",75,"1026,2",15,80,"Clear","Clear","Clear","Clear","None"
"29280",29280,"CASEMENT",2017,5,5,23,"2017-05-05 23:00:00","0","9,9",68,"1017,7",13,70,"Clear","Clear","Clear","Clear","None"
"29304",29304,"CASEMENT",2017,5,6,23,"2017-05-06 23:00:00","0","9,9",74,"1020,2",1,130,"Clear","Clear","Clear","Clear","None"
"29328",29328,"CASEMENT",2017,5,7,23,"2017-05-07 23:00:00","0","8,4",70,"1026,8",2,20,"Clear","Clear","Clear","Clear","None"
"29352",29352,"CASEMENT",2017,5,8,23,"2017-05-08 23:00:00","0","6,2",89,"1029,7",3,90,"Clear","Clear","Clear","Clear","None"
"29376",29376,"CASEMENT",2017,5,9,23,"2017-05-09 23:00:00","0","5",90,"1015,5",4,110,"Clear","Clear","Clear","Clear","None"
"29400",29400,"CASEMENT",2017,5,10,23,"2017-05-10 23:00:00","0","6",94,"1000,7",1,30,"Clear","Clear","Clear","Clear","None"
"29424",29424,"CASEMENT",2017,5,11,23,"2017-05-11 23:00:00","0","11,1",90,"993,4",3,70,"Clear","Clear","Clear","Clear","None"
"29448",29448,"CASEMENT",2017,5,12,23,"2017-05-12 23:00:00","0,2","11,1",97,"995,9",3,80,"Clear","Clear","Clear","Clear","None"
"29472",29472,"CASEMENT",2017,5,13,23,"2017-05-13 23:00:00","0","8,8",90,"1005,2",6,200,"Clear","Clear","Clear","Clear","None"
"29496",29496,"CASEMENT",2017,5,14,23,"2017-05-14 23:00:00","0","11",72,"1016,1",6,110,"Clear","Clear","Clear","Clear","None"
"29520",29520,"CASEMENT",2017,5,15,23,"2017-05-15 23:00:00","0","14,6",88,"1012,3",18,200,"Clear","Clear","Clear","Clear","None"
"29544",29544,"CASEMENT",2017,5,16,23,"2017-05-16 23:00:00","0","8,1",79,"1019",6,190,"Clear","Clear","Clear","Clear","None"
"29568",29568,"CASEMENT",2017,5,17,23,"2017-05-17 23:00:00","0","7,2",90,"1013",6,240,"Clear","Clear","Clear","Clear","None"
"29592",29592,"CASEMENT",2017,5,18,23,"2017-05-18 23:00:00","0","5",94,"1012,3",5,220,"Clear","Clear","Clear","Clear","None"
"29616",29616,"CASEMENT",2017,5,19,23,"2017-05-19 23:00:00","0","9,1",91,"1012,4",7,220,"Clear","Clear","Clear","Clear","None"
"29640",29640,"CASEMENT",2017,5,20,23,"2017-05-20 23:00:00","0","9,9",87,"1017",8,210,"Clear","Clear","Clear","Clear","None"
"29664",29664,"CASEMENT",2017,5,21,23,"2017-05-21 23:00:00","0","11,8",74,"1015",7,110,"Clear","Clear","Clear","Clear","None"
"29688",29688,"CASEMENT",2017,5,22,23,"2017-05-22 23:00:00","0","12,7",78,"1015,2",3,230,"Clear","Clear","Clear","Clear","None"
"29712",29712,"CASEMENT",2017,5,23,23,"2017-05-23 23:00:00","0","14,9",92,"1024,6",4,240,"Clear","Clear","Clear","Clear","None"
"29736",29736,"CASEMENT",2017,5,24,23,"2017-05-24 23:00:00","0","12,2",90,"1024,2",4,70,"Clear","Clear","Clear","Clear","None"
"29760",29760,"CASEMENT",2017,5,25,23,"2017-05-25 23:00:00","0","15,2",85,"1018,6",4,70,"Clear","Clear","Clear","Clear","None"
"29784",29784,"CASEMENT",2017,5,26,23,"2017-05-26 23:00:00","0","17,8",61,"1010,8",5,110,"Clear","Clear","Clear","Clear","None"
"29808",29808,"CASEMENT",2017,5,27,23,"2017-05-27 23:00:00","0","11,9",95,"1016,6",12,260,"Yellow","Clear","Yellow","Clear","Warning"
"29832",29832,"CASEMENT",2017,5,28,23,"2017-05-28 23:00:00","0","11,3",85,"1016,4",5,70,"Clear","Clear","Clear","Clear","None"
"29856",29856,"CASEMENT",2017,5,29,23,"2017-05-29 23:00:00","0","13,9",86,"1011,1",5,220,"Clear","Clear","Clear","Clear","None"
"29880",29880,"CASEMENT",2017,5,30,23,"2017-05-30 23:00:00","0","12,9",66,"1020,1",3,40,"Clear","Clear","Clear","Clear","None"
"29904",29904,"CASEMENT",2017,5,31,23,"2017-05-31 23:00:00","0","13,7",75,"1017,3",11,200,"Clear","Clear","Clear","Clear","None"
"29928",29928,"CASEMENT",2017,6,1,23,"2017-06-01 23:00:00","0","12,3",90,"1015,7",9,220,"Clear","Clear","Clear","Clear","None"
"29952",29952,"CASEMENT",2017,6,2,23,"2017-06-02 23:00:00","0","10,1",84,"1014,7",4,210,"Clear","Clear","Clear","Clear","None"
"29976",29976,"CASEMENT",2017,6,3,23,"2017-06-03 23:00:00","0","8,7",90,"1013,1",6,190,"Clear","Clear","Clear","Clear","None"
"30000",30000,"CASEMENT",2017,6,4,23,"2017-06-04 23:00:00","0","10",86,"1006,6",6,140,"Clear","Clear","Clear","Clear","None"
"30024",30024,"CASEMENT",2017,6,5,23,"2017-06-05 23:00:00","0,1","9,4",95,"994,1",10,290,"Clear","Clear","Clear","Clear","None"
"30048",30048,"CASEMENT",2017,6,6,23,"2017-06-06 23:00:00","0","9,7",83,"1006,7",14,250,"Clear","Clear","Clear","Clear","None"
"30072",30072,"CASEMENT",2017,6,7,23,"2017-06-07 23:00:00","0","14,5",91,"1004,9",9,200,"Clear","Clear","Clear","Clear","None"
"30096",30096,"CASEMENT",2017,6,8,23,"2017-06-08 23:00:00","0","11",89,"1001,2",9,220,"Clear","Clear","Clear","Clear","None"
"30120",30120,"CASEMENT",2017,6,9,23,"2017-06-09 23:00:00","0,8","12,2",82,"1008,9",5,140,"Clear","Clear","Clear","Clear","None"
"30144",30144,"CASEMENT",2017,6,10,23,"2017-06-10 23:00:00","0","13,8",80,"1006,2",17,210,"Clear","Clear","Clear","Clear","None"
"30168",30168,"CASEMENT",2017,6,11,23,"2017-06-11 23:00:00","0","12,2",87,"1009,5",15,240,"Clear","Clear","Clear","Clear","None"
"30192",30192,"CASEMENT",2017,6,12,23,"2017-06-12 23:00:00","0","13,3",88,"1017,5",7,210,"Clear","Clear","Clear","Clear","None"
"30216",30216,"CASEMENT",2017,6,13,23,"2017-06-13 23:00:00","0","13,1",86,"1016,9",5,190,"Clear","Clear","Clear","Clear","None"
"30240",30240,"CASEMENT",2017,6,14,23,"2017-06-14 23:00:00","0","13,9",85,"1009",14,190,"Clear","Clear","Clear","Clear","None"
"30264",30264,"CASEMENT",2017,6,15,23,"2017-06-15 23:00:00","0","10,9",90,"1018,7",10,240,"Clear","Clear","Clear","Clear","None"
"30288",30288,"CASEMENT",2017,6,16,23,"2017-06-16 23:00:00","0","17",85,"1025,7",4,220,"Clear","Clear","Clear","Clear","None"
"30312",30312,"CASEMENT",2017,6,17,23,"2017-06-17 23:00:00","0","15,6",88,"1025,2",4,250,"Clear","Clear","Clear","Clear","None"
"30336",30336,"CASEMENT",2017,6,18,23,"2017-06-18 23:00:00","0","16,5",79,"1021,3",2,50,"Clear","Clear","Clear","Clear","None"
"30360",30360,"CASEMENT",2017,6,19,23,"2017-06-19 23:00:00","0","15",74,"1022",9,80,"Clear","Clear","Clear","Clear","None"
"30384",30384,"CASEMENT",2017,6,20,23,"2017-06-20 23:00:00","0","15,6",85,"1016",7,80,"Clear","Clear","Clear","Clear","None"
"30408",30408,"CASEMENT",2017,6,21,23,"2017-06-21 23:00:00","0","17,5",84,"1010,2",8,260,"Clear","Clear","Clear","Clear","None"
"30432",30432,"CASEMENT",2017,6,22,23,"2017-06-22 23:00:00","0","14,6",74,"1012,1",9,230,"Clear","Clear","Clear","Clear","None"
"30456",30456,"CASEMENT",2017,6,23,23,"2017-06-23 23:00:00","0","12,4",88,"1013,1",13,250,"Clear","Clear","Clear","Clear","None"
"30480",30480,"CASEMENT",2017,6,24,23,"2017-06-24 23:00:00","0","11,4",91,"1011,8",10,250,"Clear","Clear","Clear","Clear","None"
"30504",30504,"CASEMENT",2017,6,25,23,"2017-06-25 23:00:00","0","11,1",81,"1015,4",3,270,"Clear","Clear","Clear","Clear","None"
"30528",30528,"CASEMENT",2017,6,26,23,"2017-06-26 23:00:00","1","11,2",95,"1009,6",7,80,"Clear","Clear","Clear","Clear","None"
"30552",30552,"CASEMENT",2017,6,27,23,"2017-06-27 23:00:00","0","12,1",92,"1001,4",3,240,"Clear","Clear","Clear","Clear","None"
"30576",30576,"CASEMENT",2017,6,28,23,"2017-06-28 23:00:00","0","11,8",82,"1001,6",6,30,"Clear","Clear","Clear","Clear","None"
"30600",30600,"CASEMENT",2017,6,29,23,"2017-06-29 23:00:00","0","10,9",86,"1005,6",10,300,"Clear","Clear","Clear","Clear","None"
"30624",30624,"CASEMENT",2017,6,30,23,"2017-06-30 23:00:00","0","8,2",90,"1018,1",6,270,"Clear","Clear","Clear","Clear","None"
"30648",30648,"CASEMENT",2017,7,1,23,"2017-07-01 23:00:00","0","9,9",88,"1020,9",9,260,"Clear","Clear","Clear","Clear","None"
"30672",30672,"CASEMENT",2017,7,2,23,"2017-07-02 23:00:00","0","14,9",88,"1018,8",7,210,"Clear","Clear","Clear","Clear","None"
"30696",30696,"CASEMENT",2017,7,3,23,"2017-07-03 23:00:00","0","14,1",97,"1018,6",1,10,"Clear","Clear","Clear","Clear","None"
"30720",30720,"CASEMENT",2017,7,4,23,"2017-07-04 23:00:00","0","14,7",92,"1019,4",5,50,"Clear","Clear","Clear","Clear","None"
"30744",30744,"CASEMENT",2017,7,5,23,"2017-07-05 23:00:00","0","14,8",86,"1017,5",2,50,"Clear","Clear","Clear","Clear","None"
"30768",30768,"CASEMENT",2017,7,6,23,"2017-07-06 23:00:00","0","14,1",93,"1015,8",5,220,"Clear","Clear","Clear","Clear","None"
"30792",30792,"CASEMENT",2017,7,7,23,"2017-07-07 23:00:00","0","10,7",89,"1020",7,230,"Clear","Clear","Clear","Clear","None"
"30816",30816,"CASEMENT",2017,7,8,23,"2017-07-08 23:00:00","0","15,7",86,"1015,7",9,210,"Clear","Clear","Clear","Clear","None"
"30840",30840,"CASEMENT",2017,7,9,23,"2017-07-09 23:00:00","0","13,8",92,"1010,7",8,240,"Clear","Clear","Clear","Clear","None"
"30864",30864,"CASEMENT",2017,7,10,23,"2017-07-10 23:00:00","0,1","13,3",95,"1008",1,350,"Clear","Clear","Clear","Clear","None"
"30888",30888,"CASEMENT",2017,7,11,23,"2017-07-11 23:00:00","0","10,2",93,"1011,5",1,10,"Clear","Clear","Clear","Clear","None"
"30912",30912,"CASEMENT",2017,7,12,23,"2017-07-12 23:00:00","0","13,4",78,"1020,9",10,210,"Clear","Clear","Clear","Clear","None"
"30936",30936,"CASEMENT",2017,7,13,23,"2017-07-13 23:00:00","0","12,9",80,"1019,9",13,260,"Clear","Clear","Clear","Clear","None"
"30960",30960,"CASEMENT",2017,7,14,23,"2017-07-14 23:00:00","0","16,4",73,"1018,4",10,240,"Clear","Clear","Clear","Clear","None"
"30984",30984,"CASEMENT",2017,7,15,23,"2017-07-15 23:00:00","0","16,9",90,"1019,1",11,250,"Clear","Clear","Clear","Clear","None"
"31008",31008,"CASEMENT",2017,7,16,23,"2017-07-16 23:00:00","0","12,1",81,"1025,8",7,260,"Clear","Clear","Clear","Clear","None"
"31032",31032,"CASEMENT",2017,7,17,23,"2017-07-17 23:00:00","0","14,7",60,"1021,9",4,80,"Clear","Clear","Clear","Clear","None"
"31056",31056,"CASEMENT",2017,7,18,23,"2017-07-18 23:00:00","0","19,1",64,"1007,4",6,70,"Clear","Clear","Clear","Clear","None"
"31080",31080,"CASEMENT",2017,7,19,23,"2017-07-19 23:00:00","0","10,2",86,"1006",9,250,"Clear","Clear","Clear","Clear","None"
"31104",31104,"CASEMENT",2017,7,20,23,"2017-07-20 23:00:00","0","12,1",80,"1002,4",3,110,"Clear","Clear","Clear","Clear","None"
"31128",31128,"CASEMENT",2017,7,21,23,"2017-07-21 23:00:00","0","11,8",87,"1000,6",6,90,"Clear","Clear","Clear","Clear","None"
"31152",31152,"CASEMENT",2017,7,22,23,"2017-07-22 23:00:00","0","12,7",91,"1009,8",4,250,"Clear","Clear","Clear","Clear","None"
"31176",31176,"CASEMENT",2017,7,23,23,"2017-07-23 23:00:00","0","14,3",86,"1017,5",3,270,"Clear","Clear","Clear","Clear","None"
"31200",31200,"CASEMENT",2017,7,24,23,"2017-07-24 23:00:00","0","15,4",92,"1020,2",6,240,"Clear","Clear","Clear","Clear","None"
"31224",31224,"CASEMENT",2017,7,25,23,"2017-07-25 23:00:00","0","17",82,"1007,9",4,200,"Clear","Clear","Clear","Clear","None"
"31248",31248,"CASEMENT",2017,7,26,23,"2017-07-26 23:00:00","0","10,9",89,"1003,6",12,220,"Clear","Clear","Clear","Clear","None"
"31272",31272,"CASEMENT",2017,7,27,23,"2017-07-27 23:00:00","0","12,4",78,"1000,5",12,210,"Clear","Clear","Clear","Clear","None"
"31296",31296,"CASEMENT",2017,7,28,23,"2017-07-28 23:00:00","0","13,5",77,"1002,9",10,230,"Clear","Clear","Clear","Clear","None"
"31320",31320,"CASEMENT",2017,7,29,23,"2017-07-29 23:00:00","0","11,4",86,"1002,2",7,220,"Clear","Clear","Clear","Clear","None"
"31344",31344,"CASEMENT",2017,7,30,23,"2017-07-30 23:00:00","0","11,4",89,"1003,2",13,220,"Clear","Clear","Clear","Clear","None"
"31368",31368,"CASEMENT",2017,7,31,23,"2017-07-31 23:00:00","0","12,8",91,"1009,1",7,220,"Clear","Clear","Clear","Clear","None"
"31392",31392,"CASEMENT",2017,8,1,23,"2017-08-01 23:00:00","0","12,7",85,"1010,3",7,200,"Clear","Clear","Clear","Clear","None"
"31416",31416,"CASEMENT",2017,8,2,23,"2017-08-02 23:00:00","0","15",81,"997,6",14,190,"Clear","Clear","Clear","Clear","None"
"31440",31440,"CASEMENT",2017,8,3,23,"2017-08-03 23:00:00","0,1","12,9",93,"1005,9",9,240,"Clear","Clear","Clear","Clear","None"
"31464",31464,"CASEMENT",2017,8,4,23,"2017-08-04 23:00:00","0","12,3",84,"1015",6,250,"Clear","Clear","Clear","Clear","None"
"31488",31488,"CASEMENT",2017,8,5,23,"2017-08-05 23:00:00","0","9,4",87,"1020,3",5,210,"Clear","Clear","Clear","Clear","None"
"31512",31512,"CASEMENT",2017,8,6,23,"2017-08-06 23:00:00","0","12,2",89,"1015,6",10,220,"Clear","Clear","Clear","Clear","None"
"31536",31536,"CASEMENT",2017,8,7,23,"2017-08-07 23:00:00","0","11,8",90,"1015,8",3,260,"Clear","Clear","Clear","Clear","None"
"31560",31560,"CASEMENT",2017,8,8,23,"2017-08-08 23:00:00","0","12,6",78,"1019",4,310,"Clear","Clear","Clear","Clear","None"
"31584",31584,"CASEMENT",2017,8,9,23,"2017-08-09 23:00:00","0","11,4",74,"1027,9",3,300,"Clear","Clear","Clear","Clear","None"
"31608",31608,"CASEMENT",2017,8,10,23,"2017-08-10 23:00:00","0","11,7",83,"1021,6",8,220,"Clear","Clear","Clear","Clear","None"
"31632",31632,"CASEMENT",2017,8,11,23,"2017-08-11 23:00:00","0","13,7",85,"1014,4",13,250,"Clear","Clear","Clear","Clear","None"
"31656",31656,"CASEMENT",2017,8,12,23,"2017-08-12 23:00:00","0","11,3",83,"1021,1",4,250,"Clear","Clear","Clear","Clear","None"
"31680",31680,"CASEMENT",2017,8,13,23,"2017-08-13 23:00:00","1,8","12,8",88,"1015,5",3,100,"Clear","Clear","Clear","Clear","None"
"31704",31704,"CASEMENT",2017,8,14,23,"2017-08-14 23:00:00","0","12,8",93,"1010",10,230,"Yellow","Clear","Yellow","Clear","Warning"
"31728",31728,"CASEMENT",2017,8,15,23,"2017-08-15 23:00:00","0","12,5",86,"1016",5,180,"Clear","Clear","Clear","Clear","None"
"31752",31752,"CASEMENT",2017,8,16,23,"2017-08-16 23:00:00","0","14,5",93,"1006,8",7,260,"Clear","Clear","Clear","Clear","None"
"31776",31776,"CASEMENT",2017,8,17,23,"2017-08-17 23:00:00","0,8","12,7",92,"1005,1",15,240,"Clear","Clear","Clear","Clear","None"
"31800",31800,"CASEMENT",2017,8,18,23,"2017-08-18 23:00:00","0","11,4",90,"1013,1",13,260,"Clear","Clear","Clear","Clear","None"
"31824",31824,"CASEMENT",2017,8,19,23,"2017-08-19 23:00:00","0","10,4",87,"1021",8,220,"Clear","Clear","Clear","Clear","None"
"31848",31848,"CASEMENT",2017,8,20,23,"2017-08-20 23:00:00","0","14,4",92,"1019,2",5,80,"Clear","Clear","Clear","Clear","None"
"31872",31872,"CASEMENT",2017,8,21,23,"2017-08-21 23:00:00","0","18,5",83,"1017,5",7,210,"Clear","Clear","Clear","Clear","None"
"31896",31896,"CASEMENT",2017,8,22,23,"2017-08-22 23:00:00","0,2","17,1",94,"1009,7",9,200,"Clear","Clear","Clear","Clear","None"
"31920",31920,"CASEMENT",2017,8,23,23,"2017-08-23 23:00:00","0","13",92,"1012,9",9,220,"Clear","Clear","Clear","Clear","None"
"31944",31944,"CASEMENT",2017,8,24,23,"2017-08-24 23:00:00","0","14,5",87,"1014,7",9,230,"Clear","Clear","Clear","Clear","None"
"31968",31968,"CASEMENT",2017,8,25,23,"2017-08-25 23:00:00","0","14,5",91,"1016,2",8,220,"Clear","Clear","Clear","Clear","None"
"31992",31992,"CASEMENT",2017,8,26,23,"2017-08-26 23:00:00","0","15,6",90,"1017,7",2,80,"Clear","Clear","Clear","Clear","None"
"32016",32016,"CASEMENT",2017,8,27,23,"2017-08-27 23:00:00","0","16,4",88,"1016,2",10,210,"Clear","Clear","Clear","Clear","None"
"32040",32040,"CASEMENT",2017,8,28,23,"2017-08-28 23:00:00","0","13,2",94,"1016,5",5,240,"Clear","Clear","Clear","Clear","None"
"32064",32064,"CASEMENT",2017,8,29,23,"2017-08-29 23:00:00","0","10,9",85,"1014,8",8,220,"Clear","Clear","Clear","Clear","None"
"32088",32088,"CASEMENT",2017,8,30,23,"2017-08-30 23:00:00","0,2","11,3",90,"1014,3",8,220,"Clear","Clear","Clear","Clear","None"
"32112",32112,"CASEMENT",2017,8,31,23,"2017-08-31 23:00:00","0","8,5",90,"1022,3",3,220,"Clear","Clear","Clear","Clear","None"
"32136",32136,"CASEMENT",2017,9,1,23,"2017-09-01 23:00:00","0","8,5",92,"1025,5",5,190,"Clear","Clear","Clear","Clear","None"
"32160",32160,"CASEMENT",2017,9,2,23,"2017-09-02 23:00:00","0,1","14,1",84,"1009,8",5,100,"Clear","Clear","Clear","Clear","None"
"32184",32184,"CASEMENT",2017,9,3,23,"2017-09-03 23:00:00","0","16,7",94,"1005,1",2,180,"Clear","Clear","Clear","Clear","None"
"32208",32208,"CASEMENT",2017,9,4,23,"2017-09-04 23:00:00","0,3","14",90,"1010,4",3,240,"Clear","Clear","Clear","Clear","None"
"32232",32232,"CASEMENT",2017,9,5,23,"2017-09-05 23:00:00","0","11,9",88,"1015,6",12,240,"Clear","Clear","Clear","Clear","None"
"32256",32256,"CASEMENT",2017,9,6,23,"2017-09-06 23:00:00","0","13,3",86,"1017,3",9,220,"Clear","Clear","Clear","Clear","None"
"32280",32280,"CASEMENT",2017,9,7,23,"2017-09-07 23:00:00","0","13,5",91,"1003,2",14,240,"Clear","Clear","Clear","Clear","None"
"32304",32304,"CASEMENT",2017,9,8,23,"2017-09-08 23:00:00","0","9,9",93,"998,2",12,250,"Clear","Clear","Clear","Clear","None"
"32328",32328,"CASEMENT",2017,9,9,23,"2017-09-09 23:00:00","0","11,1",94,"1004,3",8,240,"Clear","Clear","Clear","Clear","None"
"32352",32352,"CASEMENT",2017,9,10,23,"2017-09-10 23:00:00","0,5","11,2",95,"984,3",21,240,"Clear","Clear","Clear","Clear","None"
"32376",32376,"CASEMENT",2017,9,11,23,"2017-09-11 23:00:00","0","9,7",92,"1003,5",11,250,"Clear","Clear","Clear","Clear","None"
"32400",32400,"CASEMENT",2017,9,12,23,"2017-09-12 23:00:00","0,2","9,3",95,"992,5",13,290,"Clear","Clear","Clear","Clear","None"
"32424",32424,"CASEMENT",2017,9,13,23,"2017-09-13 23:00:00","0","7,1",91,"1004,1",11,250,"Clear","Clear","Clear","Clear","None"
"32448",32448,"CASEMENT",2017,9,14,23,"2017-09-14 23:00:00","0","9,5",92,"1017,4",9,250,"Clear","Clear","Clear","Clear","None"
"32472",32472,"CASEMENT",2017,9,15,23,"2017-09-15 23:00:00","0","7,2",94,"1018,3",7,250,"Clear","Clear","Clear","Clear","None"
"32496",32496,"CASEMENT",2017,9,16,23,"2017-09-16 23:00:00","0","7,4",99,"1015,2",2,250,"Clear","Clear","Clear","Clear","None"
